time,row,col,demand
66,5,0,0
456,6,1,0
52,3,6,6
41,7,3,0
599,2,3,149
574,4,4,68
387,7,7,0
316,4,6,16
150,5,4,0
443,3,0,0
427,2,1,0
497,6,5,72
514,6,7,0
503,6,1,0
502,2,1,8
15,1,6,249
296,6,1,0
128,2,4,13
63,3,7,90
540,6,1,0
257,7,6,5
203,2,5,28
184,7,5,7
577,2,0,27
77,0,2,4
531,6,0,0
551,0,6,710
81,4,0,0
410,7,5,7
620,3,2,28
508,0,1,0
354,2,2,27
341,6,3,0
474,0,5,82
659,2,0,0
521,5,5,275
270,6,1,0
584,0,7,0
334,0,3,93
542,6,2,0
368,3,4,0
719,5,7,169
688,7,5,0
342,0,4,10
618,7,6,0
686,4,2,0
472,5,6,27
504,2,1,9
41,6,5,63
539,5,2,0
31,0,3,0
716,6,5,125
138,1,5,348
564,5,5,16
47,6,1,0
536,5,0,0
167,3,2,25
268,2,2,0
161,0,0,4
467,6,0,0
720,0,4,413
101,1,0,0
721,0,2,59
473,1,1,0
531,6,1,9
564,7,0,0
37,5,3,11
571,2,2,52
68,6,6,184
29,5,0,0
637,5,5,37
350,4,3,37
16,1,2,46
674,1,0,0
595,3,3,105
662,6,3,0
602,5,4,103
118,0,4,46
680,4,1,0
167,7,4,11
557,2,6,94
285,0,0,23
557,7,1,0
705,2,2,69
50,2,5,21
700,0,0,56
718,3,3,112
636,4,6,37
504,4,7,105
203,3,4,45
419,0,4,0
264,7,3,9
223,0,6,0
628,2,7,49
377,3,0,0
613,0,0,0
346,0,6,0
496,3,3,28
462,2,3,27
635,6,6,0
101,4,4,4
473,3,2,8
273,1,7,0
709,6,4,0
686,4,1,0
41,6,0,0
447,2,4,45
227,5,3,0
521,1,5,205
111,5,1,0
339,0,3,37
340,7,7,0
136,1,4,28
8,2,6,33
677,5,0,0
562,5,6,0
235,7,6,0
244,5,4,0
174,1,1,7
644,0,7,30
600,0,6,185
720,2,7,95
468,6,3,0
141,6,6,7
634,4,7,0
400,0,7,101
248,4,6,0
397,0,0,0
366,4,2,0
236,1,0,8
473,6,3,13
27,2,6,0
14,0,0,14
634,0,6,0
319,4,1,0
645,2,3,49
661,0,6,63
475,0,4,69
50,2,2,12
633,5,0,0
362,5,3,7
523,2,6,252
544,7,2,0
578,5,7,54
85,7,4,4
540,4,1,9
458,2,7,61
84,6,2,6
615,4,0,0
124,4,0,0
518,7,5,0
340,1,6,44
134,4,2,0
323,3,2,0
525,7,4,0
623,7,5,0
248,6,6,0
565,2,0,0
661,2,6,447
69,6,3,9
56,0,1,12
551,4,6,375
544,5,7,120
667,7,6,12
686,7,1,0
434,2,2,91
449,5,1,0
54,6,3,0
364,7,5,7
616,0,1,11
179,4,1,0
521,2,4,129
41,4,5,209
311,5,6,239
477,5,2,0
321,4,4,10
429,6,5,31
410,1,0,12
345,0,0,0
535,1,4,0
240,5,1,0
520,3,0,0
179,5,4,0
307,3,2,15
615,3,4,57
334,0,4,113
224,2,5,5
177,5,0,0
601,3,1,11
597,6,7,78
240,4,6,31
378,5,1,0
565,0,3,58
24,6,6,0
545,1,1,15
561,0,3,0
356,1,1,6
82,1,2,152
90,6,2,0
228,1,6,5
410,5,7,0
91,4,5,95
376,7,1,0
234,0,2,13
283,0,0,0
182,4,5,46
68,2,1,0
520,6,0,0
248,6,5,5
36,4,4,75
559,2,0,0
76,3,0,0
280,5,0,0
526,1,7,176
683,2,1,0
425,4,3,31
498,5,6,100
161,4,1,0
518,3,5,67
119,5,6,6
558,5,2,0
650,4,3,141
224,0,0,13
726,1,5,1606
208,3,4,68
696,0,5,203
123,7,5,0
595,7,3,0
126,1,6,4
340,4,0,0
92,1,6,114
105,1,2,17
254,7,3,17
628,4,5,86
199,5,7,0
370,6,6,0
515,4,6,0
352,5,4,21
39,4,2,0
327,7,0,0
612,2,5,46
351,4,5,64
285,4,2,5
586,5,4,0
25,1,1,0
150,1,2,0
541,0,3,31
649,1,5,114
316,4,1,20
576,5,0,0
634,0,2,0
208,4,6,126
692,6,5,0
363,7,1,0
137,4,4,42
519,4,1,15
372,1,6,0
266,4,2,0
587,2,4,10
535,6,0,0
325,3,7,10
231,5,0,5
50,6,7,0
523,1,4,47
695,1,0,12
263,1,0,0
162,6,3,11
452,6,0,0
594,3,1,27
731,1,2,177
405,2,1,41
239,4,2,0
219,7,4,0
414,4,3,407
721,1,3,141
280,6,6,0
598,3,6,247
363,6,7,17
253,0,2,9
76,6,5,4
23,1,7,22
711,1,1,0
172,1,2,7
527,5,4,38
375,1,1,0
454,2,0,20
691,3,4,12
147,0,5,4
324,7,7,0
271,2,0,0
646,2,6,164
628,3,4,37
182,6,3,4
363,3,2,11
430,5,2,43
640,1,4,67
9,0,3,543
675,2,1,0
25,1,6,3
640,6,7,11
189,3,7,31
53,3,7,0
462,5,7,13
435,6,7,25
498,2,1,0
179,2,1,4
254,1,0,9
120,3,2,11
65,6,1,0
619,0,0,28
241,0,5,44
433,5,1,0
138,7,4,0
615,6,2,11
361,6,5,7
145,4,7,41
580,2,5,105
571,6,2,0
463,3,3,21
406,0,1,7
338,0,1,6
432,5,4,106
19,5,2,5
581,3,5,105
350,3,3,114
567,7,0,0
343,2,4,0
124,2,0,0
86,5,5,152
608,6,0,0
81,5,1,6
553,3,0,16
28,3,7,0
113,3,0,0
96,6,4,10
464,0,4,0
680,3,1,0
354,6,3,0
537,2,7,15
310,0,3,117
483,0,6,123
541,5,4,15
478,7,4,21
579,5,4,0
312,3,6,212
0,5,6,3
653,7,2,0
319,6,0,0
460,2,7,61
227,4,0,0
621,6,4,18
691,5,2,0
390,7,3,0
233,1,7,16
137,5,0,0
250,3,4,5
64,7,7,42
286,3,2,18
409,2,6,763
663,4,0,0
216,0,7,42
153,5,7,73
625,7,7,19
537,4,4,0
303,2,5,58
447,7,1,0
252,2,1,0
466,2,7,8
484,2,3,95
588,3,4,54
152,0,0,0
133,7,3,0
329,1,4,93
606,5,4,57
496,6,2,28
11,5,7,17
297,6,4,0
110,0,7,20
145,7,0,0
367,0,2,0
676,0,1,12
501,4,3,95
668,6,0,0
567,0,1,26
499,2,0,0
365,1,1,17
496,0,5,145
604,5,7,75
709,7,1,0
380,0,0,28
161,1,3,55
362,6,7,11
655,0,2,31
314,4,0,0
436,0,2,33
295,3,6,15
553,0,3,94
672,7,5,12
0,5,1,0
173,6,7,0
403,6,2,41
21,7,5,11
271,7,7,0
141,7,5,7
335,2,5,505
720,7,6,23
480,3,6,449
311,3,2,34
416,7,3,0
333,7,3,10
585,6,6,0
385,2,0,0
230,1,4,26
201,0,6,0
113,4,6,56
488,4,7,0
724,1,0,14
263,1,7,36
356,5,4,10
368,5,5,11
465,6,6,0
624,4,6,97
252,1,4,39
484,4,4,22
47,1,0,0
398,1,6,142
190,4,5,43
665,6,3,31
658,0,7,0
435,7,1,0
131,0,2,52
632,3,7,19
687,6,6,0
398,2,2,78
27,5,0,0
219,5,6,16
388,6,7,7
651,1,3,192
1,3,1,0
49,6,1,0
546,2,0,0
287,6,1,32
285,2,7,29
192,4,3,20
205,0,7,65
275,4,4,9
211,6,5,12
539,5,4,0
134,7,4,13
530,7,7,15
504,3,4,176
5,2,5,0
235,6,0,0
40,4,5,195
610,2,4,11
94,1,4,28
334,7,0,0
537,6,5,9
303,5,4,9
333,2,1,6
322,2,0,0
649,5,0,0
302,3,7,55
189,0,7,62
726,2,0,0
122,1,1,4
432,4,6,303
624,6,4,67
113,6,5,4
330,7,6,0
406,4,4,66
233,7,3,8
706,6,2,0
694,6,4,12
46,7,4,6
15,3,1,3
384,7,2,0
270,3,2,5
24,3,0,0
457,4,3,61
343,7,4,0
137,6,6,70
617,7,1,0
545,3,5,190
81,2,0,0
726,4,7,554
280,4,7,9
147,6,6,4
380,1,0,0
98,1,2,23
185,5,7,24
492,4,3,8
597,4,4,132
52,2,6,3
625,2,0,0
86,6,4,114
325,0,6,61
391,7,4,0
122,1,5,7
555,1,2,10
660,6,0,0
150,7,6,4
187,6,0,0
626,6,5,49
332,5,1,6
240,7,6,0
210,2,4,116
730,2,3,104
339,4,5,64
168,3,6,177
63,7,3,3
677,2,2,21
556,3,1,10
142,7,2,0
41,2,3,140
109,7,2,0
389,6,0,0
7,4,6,0
567,7,4,0
693,0,3,523
721,3,4,200
419,5,7,0
688,4,1,0
202,0,5,5
540,2,2,65
200,5,0,0
350,4,1,10
707,5,2,0
473,5,6,21
626,6,0,0
46,1,0,0
713,0,0,0
23,5,4,8
479,0,2,42
661,5,2,0
700,4,3,56
346,5,7,0
623,7,6,46
38,5,3,29
607,6,0,0
219,4,4,16
392,2,4,23
337,4,3,44
648,5,1,12
443,7,0,0
255,6,4,5
115,0,1,4
348,3,5,17
139,1,6,980
179,5,3,0
491,4,7,0
501,7,1,0
532,6,4,15
625,1,6,60
632,5,5,0
225,3,3,16
582,7,7,0
545,3,0,0
212,6,3,0
504,0,4,114
251,5,7,22
368,6,3,0
486,0,7,22
205,1,1,5
479,0,1,13
569,1,0,0
330,3,4,87
617,1,3,46
244,4,6,5
231,0,1,5
530,0,6,200
427,4,7,82
451,5,5,33
435,7,2,20
523,1,0,29
245,7,4,0
518,2,1,0
39,0,6,221
124,5,7,0
633,1,1,0
105,5,3,0
399,2,2,48
218,0,1,8
674,6,0,0
600,6,5,46
285,5,7,56
117,7,7,23
339,1,7,64
633,0,4,0
449,1,6,58
80,5,5,16
319,4,0,0
225,5,7,5
638,5,0,0
72,5,5,12
476,1,7,117
571,4,5,242
496,4,0,0
566,1,3,126
364,1,7,35
688,3,3,74
298,5,6,0
211,2,0,0
612,5,7,28
684,2,7,54
321,0,4,0
606,5,1,0
377,5,1,0
663,5,3,0
716,3,7,190
372,2,1,0
318,5,4,16
630,1,1,19
424,6,7,12
534,6,7,0
726,2,7,1402
698,0,2,69
498,4,2,0
322,0,7,0
277,3,7,0
401,7,5,0
718,4,1,43
242,5,6,5
73,7,2,0
249,5,3,0
21,4,3,11
201,5,3,0
160,4,5,91
498,2,0,0
265,6,7,9
9,6,4,77
640,2,6,116
211,4,0,0
499,5,1,0
627,7,1,0
419,4,1,0
146,5,2,4
574,4,7,110
320,2,3,0
585,2,1,0
320,5,0,0
246,0,3,0
729,7,5,73
14,4,3,181
334,3,7,46
12,1,6,60
703,4,3,203
452,6,6,25
510,6,2,0
456,0,7,56
656,7,0,0
658,7,1,0
168,5,1,7
110,2,7,33
392,0,1,7
435,4,2,0
714,2,4,69
177,7,5,0
610,1,3,11
479,6,4,21
38,3,7,68
581,3,4,17
491,2,6,0
281,2,1,47
106,3,3,20
510,7,3,0
490,6,3,0
264,1,1,14
282,1,2,61
115,2,2,73
663,1,5,184
144,1,2,11
75,4,0,0
307,2,5,117
626,3,3,60
140,0,7,222
159,2,4,98
369,0,1,0
27,6,6,3
42,0,2,135
267,5,4,9
713,4,2,0
551,4,7,104
662,6,0,0
28,5,0,0
687,3,1,0
479,6,5,27
206,4,2,0
24,5,4,18
294,2,2,25
487,4,1,8
692,0,3,0
423,5,6,0
95,5,5,57
582,7,5,0
97,4,5,54
339,5,1,0
62,4,7,27
387,3,0,0
466,6,6,0
221,6,4,0
73,2,3,16
254,7,4,0
432,2,1,33
542,3,2,9
697,1,6,259
286,4,6,18
389,7,5,18
338,4,2,0
473,6,4,111
164,7,4,4
423,4,3,19
197,2,7,5
514,7,6,0
242,3,5,50
59,2,4,147
168,5,3,7
166,4,4,80
101,7,7,0
286,4,4,70
554,0,2,84
558,4,3,135
28,0,1,0
150,3,6,4
541,1,5,295
638,0,3,60
287,3,1,9
93,5,7,89
359,2,7,125
404,7,0,0
716,2,4,406
281,5,6,18
674,1,5,107
238,1,1,0
557,6,0,0
179,6,7,0
15,7,5,11
615,1,2,28
110,3,6,20
613,6,0,0
350,1,5,179
524,6,7,15
612,2,7,0
636,5,7,11
352,0,7,98
378,6,3,39
460,7,4,27
35,5,7,75
464,1,4,0
585,6,1,0
234,0,5,16
405,0,4,96
574,1,4,100
558,0,0,0
207,2,3,36
713,3,4,0
664,5,5,153
321,2,6,0
144,0,3,37
354,6,4,0
525,0,0,0
118,7,2,0
512,6,6,0
693,5,7,202
31,6,7,0
385,1,1,0
230,7,1,0
52,2,7,0
518,2,3,123
590,0,7,88
416,0,1,0
463,5,5,13
566,7,3,0
287,0,6,70
77,6,7,0
278,7,4,9
627,6,5,37
26,1,6,3
680,7,1,0
483,1,3,123
15,4,7,51
499,4,6,153
678,1,4,33
212,1,7,93
297,3,1,0
721,7,2,0
651,0,7,51
234,3,4,13
317,3,4,6
150,6,7,0
133,2,4,118
220,0,2,8
192,5,6,36
543,2,1,0
59,0,3,166
696,2,7,147
354,5,2,0
439,3,3,33
268,6,4,14
224,2,2,0
676,7,3,21
221,1,2,0
628,0,1,19
492,3,1,8
177,4,3,0
549,5,5,209
85,0,3,196
105,0,2,27
684,4,5,33
605,6,3,0
332,0,5,129
294,7,0,0
355,5,1,6
609,5,2,0
119,7,3,0
430,3,7,87
484,2,6,109
141,1,7,74
252,7,2,0
329,0,5,61
437,4,1,25
615,5,4,11
143,6,1,0
622,1,5,92
655,4,5,39
688,1,1,0
151,7,1,0
167,4,6,307
93,1,6,53
672,2,0,0
626,5,4,67
135,0,2,98
220,5,0,0
721,6,1,0
94,0,1,19
426,2,2,24
460,2,2,56
96,5,2,0
396,3,6,11
465,2,1,0
677,3,4,128
168,7,4,12
711,0,3,0
533,4,6,40
342,1,4,6
194,0,6,12
431,6,4,70
451,6,4,13
272,7,7,0
271,3,3,5
533,7,3,0
504,2,6,1065
155,5,7,242
164,3,1,7
224,2,1,0
260,6,6,17
139,6,0,0
708,4,2,0
184,5,1,0
53,7,0,0
436,2,3,53
109,3,7,13
261,6,0,0
654,3,0,0
272,7,5,0
62,0,3,94
199,1,5,0
432,2,5,119
638,7,3,0
91,2,6,158
280,3,1,0
613,0,2,36
365,4,5,50
488,1,6,0
540,7,5,25
146,4,7,18
706,4,6,56
432,6,4,33
272,5,7,0
625,3,1,37
23,0,2,22
264,3,2,18
391,7,0,0
246,1,0,0
168,6,0,0
678,6,0,21
438,7,1,0
396,3,5,23
433,3,0,0
303,7,4,0
350,7,6,6
426,0,1,12
94,4,2,0
372,6,6,0
317,4,7,16
214,4,1,0
179,0,2,7
2,2,3,0
491,6,1,0
507,7,3,9
421,5,2,7
628,2,0,0
413,6,0,0
290,3,6,0
492,3,2,8
442,4,0,0
535,0,4,15
726,5,4,531
259,0,1,0
301,2,0,0
623,0,2,46
443,6,2,0
193,2,1,0
615,7,4,0
298,7,6,19
513,4,4,0
154,1,1,0
715,2,2,134
125,1,7,0
445,7,4,0
596,6,2,0
357,0,7,156
77,1,7,0
105,1,4,6
89,5,5,73
373,2,5,273
268,1,7,29
244,5,7,17
656,5,1,0
182,7,7,0
138,6,4,4
592,3,4,186
508,3,3,9
192,2,6,12
561,3,5,16
257,0,5,58
330,7,5,16
421,1,0,0
706,2,3,78
298,2,7,6
38,5,1,0
364,2,2,22
354,4,3,27
535,7,6,0
114,6,1,6
303,7,5,0
180,0,6,7
275,0,2,23
292,6,7,0
2,0,3,3
378,0,4,68
212,1,5,174
77,3,0,0
4,4,5,0
702,3,0,0
379,5,5,142
728,0,5,1062
299,6,2,0
105,3,5,27
94,6,2,0
151,5,7,0
45,1,5,290
172,5,1,0
300,0,2,15
120,2,3,35
616,0,0,11
42,3,5,2256
301,4,5,289
204,7,1,0
655,2,1,0
98,7,1,0
464,4,1,13
193,7,6,12
620,4,7,64
456,4,4,111
718,5,1,0
209,5,7,157
589,7,0,0
719,2,2,147
65,0,7,523
223,4,3,5
345,3,5,0
661,5,5,39
678,5,7,0
605,3,3,36
173,7,5,4
693,3,2,107
289,7,6,49
114,2,0,0
716,4,6,69
105,5,2,0
616,3,5,167
487,5,2,0
484,7,6,14
601,5,0,0
560,0,4,16
600,3,7,196
301,1,2,92
525,1,3,114
599,4,0,0
507,7,5,15
459,2,1,8
139,0,1,0
555,0,7,158
610,6,2,0
324,0,1,0
40,0,4,147
643,4,4,49
8,2,1,0
277,6,6,32
433,6,7,58
633,6,1,0
595,2,6,457
239,4,3,85
438,1,2,13
425,5,2,0
70,0,4,94
59,7,6,9
440,4,7,0
697,1,0,0
198,6,3,0
69,6,2,0
419,1,4,0
29,4,6,0
625,3,5,261
205,4,1,16
635,5,1,0
421,2,4,70
563,0,3,0
525,5,3,9
591,0,1,27
201,5,1,0
217,4,1,0
130,7,7,0
367,6,1,0
142,1,0,0
459,6,1,0
331,3,2,10
127,1,2,4
610,5,2,0
1,4,1,0
508,6,5,9
442,3,2,0
537,3,3,0
508,4,5,91
579,1,6,54
130,6,4,7
666,0,5,165
54,7,2,0
218,3,3,13
516,5,6,0
421,5,0,7
713,7,3,0
470,0,5,42
550,7,6,0
154,6,2,0
348,6,4,10
150,2,6,4
296,0,2,9
292,3,7,19
101,7,0,0
388,3,5,149
223,3,7,5
731,0,6,191
370,0,4,11
656,2,1,0
393,2,3,7
352,4,2,0
483,5,0,0
386,4,6,172
61,3,3,102
123,6,0,0
243,2,1,5
126,4,2,4
149,7,3,0
721,1,1,0
519,2,2,76
440,7,6,0
281,2,4,14
385,0,3,190
454,5,4,20
42,7,3,0
106,1,7,20
183,6,5,4
715,2,5,156
395,1,1,11
610,2,5,11
667,7,5,0
558,7,1,0
242,4,0,0
509,0,2,9
31,4,2,0
88,4,0,0
150,7,3,0
171,3,3,0
229,6,5,16
51,5,6,0
376,6,1,0
642,5,0,0
470,3,2,13
248,0,2,0
337,3,5,162
613,3,7,18
250,2,4,14
77,6,1,0
442,1,2,13
466,3,2,0
512,5,5,0
540,0,1,40
681,6,3,33
119,6,1,0
99,0,7,4
341,2,5,48
21,5,6,71
294,5,7,15
585,4,6,0
21,6,1,0
652,1,6,82
421,0,1,7
533,2,7,169
203,3,2,12
401,2,0,0
691,5,0,0
265,1,3,79
452,0,0,0
86,5,2,0
425,2,5,149
502,5,5,267
91,7,0,0
237,0,5,21
302,2,7,40
50,3,5,19
231,7,2,0
723,0,4,309
715,6,0,0
132,1,2,42
557,1,2,32
104,6,1,0
243,2,2,17
455,6,5,8
56,4,2,0
436,4,1,33
691,4,0,0
560,1,1,0
522,3,3,53
524,1,5,228
20,2,3,123
387,0,4,53
683,6,1,0
200,7,7,0
551,3,7,25
276,5,1,0
168,5,0,0
654,5,0,0
607,1,0,0
367,6,6,0
140,7,2,0
619,4,4,82
672,5,5,74
599,0,3,210
110,4,0,0
121,2,4,39
161,3,3,41
653,1,0,0
351,6,7,0
591,6,7,27
717,4,3,43
261,0,4,58
43,5,7,132
676,2,0,0
99,3,2,10
577,6,2,0
565,4,5,84
39,2,0,0
232,5,1,5
103,1,0,0
203,2,2,28
110,7,0,0
233,6,2,0
570,1,0,10
471,3,0,0
224,7,6,0
652,6,5,39
121,1,1,0
274,6,4,9
669,6,5,0
729,2,1,14
210,0,4,36
660,7,7,0
391,4,7,7
561,3,7,0
547,6,0,0
237,6,2,5
711,7,3,0
377,6,4,68
688,6,7,0
205,4,0,0
320,1,6,0
273,5,1,0
721,2,2,82
417,6,0,0
110,0,0,0
91,4,1,6
199,4,1,0
616,7,2,0
364,2,4,35
512,0,5,0
18,5,6,360
360,3,2,17
179,3,1,7
494,2,0,0
365,2,0,0
678,7,1,0
474,6,4,8
111,2,1,70
423,0,4,94
352,6,1,0
535,1,5,0
700,6,3,22
119,4,6,20
29,4,0,0
402,0,7,101
417,6,3,7
688,2,2,74
145,6,2,0
200,0,3,0
22,0,6,177
669,1,2,90
131,5,5,59
48,5,4,15
319,6,3,6
303,6,5,64
61,0,2,39
148,2,1,0
30,6,6,3
556,4,4,52
430,3,3,31
353,4,2,0
440,6,6,0
51,3,2,0
258,6,4,9
64,0,7,90
390,4,5,11
594,7,2,0
353,1,3,54
21,5,4,14
491,0,7,0
569,0,0,10
593,4,2,0
662,0,4,102
685,4,1,0
72,0,4,26
97,3,7,13
653,0,3,90
9,1,4,137
131,7,4,0
688,2,3,181
290,2,7,0
545,2,2,120
1,0,4,3
27,7,2,0
619,5,3,28
214,4,5,161
681,2,6,0
214,1,6,154
357,2,3,75
603,6,1,11
700,6,7,43
422,2,1,0
540,6,2,15
676,7,0,0
437,0,7,53
73,0,7,12
208,4,5,209
586,7,7,0
7,0,3,11
662,3,5,223
9,7,4,3
617,6,0,0
593,3,2,10
319,4,2,6
527,7,5,9
169,6,2,4
656,4,6,0
92,6,0,0
149,1,1,0
720,7,1,0
186,7,0,0
688,7,1,0
79,3,6,4
659,2,2,0
334,7,1,0
252,4,0,0
645,7,0,0
722,2,7,191
712,4,1,0
551,2,7,151
267,2,1,0
440,4,4,13
465,3,4,13
127,6,3,0
464,0,3,0
410,6,1,0
693,4,7,41
602,1,6,196
516,6,6,9
186,4,7,58
556,0,6,110
260,5,3,14
138,4,1,13
287,1,5,18
575,6,4,52
0,5,2,0
499,3,2,0
49,1,4,9
114,3,7,10
373,3,3,142
686,4,6,0
552,1,6,613
663,1,3,388
286,1,0,0
550,1,0,15
725,4,7,200
572,3,7,100
288,6,4,34
405,3,6,440
618,2,0,11
680,6,7,0
731,4,5,340
185,1,0,0
499,2,2,36
455,7,6,13
717,2,3,91
468,4,3,8
331,6,0,0
48,0,0,3
400,1,5,190
347,5,4,10
480,1,4,22
158,3,0,0
391,1,3,11
226,4,4,0
61,4,0,0
32,2,1,6
661,3,4,102
612,4,1,0
386,6,7,18
434,6,7,8
722,6,1,0
388,3,3,53
522,7,6,0
110,2,6,54
550,6,6,40
402,3,5,202
275,1,1,0
344,4,1,0
200,3,1,0
18,0,3,85
578,0,6,237
272,5,0,0
324,2,0,0
44,5,7,315
234,3,6,26
617,3,4,92
32,6,6,0
347,6,2,0
561,5,1,0
414,2,3,0
724,2,6,3717
197,4,4,5
462,0,6,0
717,5,7,43
449,0,7,40
679,4,2,12
635,2,6,11
23,6,6,0
228,0,0,0
542,4,7,25
320,7,2,0
63,5,5,322
220,0,5,0
558,5,6,0
542,1,4,120
276,5,3,0
481,1,5,100
438,3,2,8
343,2,1,0
367,4,2,0
618,1,4,18
132,3,1,0
224,4,5,8
158,2,3,84
568,0,4,100
356,7,6,98
322,2,1,0
584,1,3,10
3,3,6,3
405,1,7,101
715,1,4,238
488,7,2,0
510,4,3,76
444,7,5,0
421,6,4,0
729,4,0,0
89,2,3,69
57,0,1,94
285,7,4,5
532,5,7,49
547,4,1,15
191,4,5,34
46,3,4,32
536,2,1,0
64,4,0,9
201,1,1,0
85,6,6,6
153,6,1,0
578,3,4,132
115,4,3,50
626,1,4,146
440,3,6,58
519,0,1,23
394,6,6,0
315,6,1,0
497,1,5,145
47,7,6,3
707,3,2,13
397,6,2,0
653,4,6,63
534,2,5,15
55,7,7,0
195,5,1,0
723,4,1,82
710,2,0,0
23,1,2,19
123,2,0,0
621,4,0,0
600,4,3,185
651,4,4,20
406,1,2,23
170,6,2,0
624,7,5,11
549,6,3,0
197,0,0,0
473,5,1,103
506,0,0,0
285,0,2,9
607,0,5,11
462,7,7,0
533,4,2,0
419,2,7,12
249,7,1,0
434,2,4,66
243,4,6,5
234,1,3,13
531,7,2,0
282,1,7,38
467,7,6,0
159,7,3,25
550,4,1,15
437,0,1,0
108,0,2,23
229,3,6,21
381,1,0,7
605,3,1,0
228,5,2,0
562,6,2,0
633,6,2,0
196,2,6,16
162,5,2,0
275,3,6,18
507,6,1,0
728,6,0,0
132,5,0,0
354,0,4,64
351,0,3,206
260,5,4,27
472,0,7,117
471,2,2,111
255,1,3,72
12,4,3,11
100,7,2,0
95,2,0,0
621,3,6,110
487,7,3,8
364,0,0,11
332,4,6,145
295,2,7,15
662,7,4,0
365,6,2,0
182,3,7,31
103,3,5,0
55,5,1,0
487,0,1,0
470,1,1,0
664,4,1,12
71,2,6,169
555,4,2,26
106,4,3,20
534,4,7,15
54,6,1,0
219,0,1,5
308,1,1,6
98,2,1,0
102,2,0,0
379,4,4,50
420,1,6,12
568,4,2,0
194,4,2,0
262,7,6,0
206,5,3,16
460,3,6,103
112,4,5,20
570,7,6,10
258,2,4,67
328,1,7,71
460,2,4,56
272,0,2,9
548,4,1,40
215,7,6,5
569,2,2,184
289,3,4,30
187,6,4,12
359,5,1,0
370,4,5,0
37,3,6,72
392,5,3,0
264,7,2,0
643,1,5,116
674,6,7,86
415,2,4,24
65,1,7,425
233,1,4,8
660,4,0,0
635,0,5,37
227,6,3,0
258,5,5,67
707,4,4,22
570,5,2,10
585,0,1,0
279,2,1,0
583,5,1,0
442,0,5,8
535,5,6,0
109,4,1,13
376,6,6,7
361,7,0,0
650,5,0,0
652,5,0,0
494,7,2,0
37,6,1,0
598,1,7,203
365,0,7,35
55,6,1,0
657,6,2,0
146,4,4,11
498,7,6,22
324,5,2,0
557,2,2,26
636,4,1,11
170,5,1,0
505,1,6,199
48,3,7,15
394,5,6,0
316,6,0,0
41,2,4,75
332,4,1,10
42,1,6,1955
626,6,6,11
529,2,7,104
389,7,0,0
532,2,4,65
164,0,2,73
177,0,1,0
389,3,4,89
277,7,5,5
496,7,7,14
54,0,1,0
588,6,3,10
515,3,2,0
65,6,2,3
714,0,4,22
225,2,2,0
541,7,5,0
239,7,2,0
349,2,4,114
641,1,5,78
385,5,2,7
587,5,1,0
24,2,0,0
589,6,4,0
246,3,7,0
236,4,0,8
307,6,1,0
437,0,0,8
554,3,6,335
262,2,4,67
303,1,3,104
453,2,5,91
49,7,0,0
667,1,2,63
172,6,5,7
55,1,4,3
398,1,4,37
644,1,0,0
610,7,5,0
587,5,2,0
600,0,4,128
605,3,6,92
726,4,1,141
307,0,0,0
10,0,5,363
19,1,1,0
405,0,1,18
394,3,0,0
516,6,3,0
89,2,5,89
437,7,0,0
137,0,6,484
429,3,2,39
336,7,6,17
262,1,5,80
74,6,4,0
163,5,5,44
143,7,6,4
448,6,5,20
682,4,6,0
278,7,5,5
588,6,2,0
590,5,1,0
48,6,6,6
661,1,0,31
725,4,0,0
1,0,3,5
211,5,3,8
278,2,0,0
377,1,7,92
197,7,0,0
90,4,6,209
683,3,7,0
228,0,5,8
616,5,1,0
149,5,1,0
515,6,0,0
341,1,4,10
104,1,2,6
478,0,3,77
87,3,2,26
266,7,4,23
464,0,7,13
347,5,2,0
190,3,7,15
398,4,6,48
88,1,0,0
33,6,3,0
628,0,5,49
607,1,4,18
446,0,5,13
646,3,7,116
242,1,2,5
577,5,5,54
60,4,6,36
179,7,1,0
325,1,3,226
727,6,6,0
73,4,7,19
701,0,5,990
207,5,7,5
584,7,0,0
693,6,0,0
351,0,7,156
576,3,3,105
457,2,2,27
227,4,6,0
276,2,2,5
663,3,6,114
160,1,7,128
97,6,1,0
271,4,4,5
207,3,7,33
466,6,7,0
22,6,4,8
546,0,3,175
261,2,6,62
380,2,2,74
351,1,0,0
153,7,3,0
208,1,4,68
397,2,7,83
631,1,0,0
603,5,7,36
620,1,3,92
714,7,6,0
539,6,0,0
482,1,4,45
261,2,2,17
628,5,6,19
40,7,0,0
292,5,7,19
534,2,3,31
294,3,2,0
638,2,7,60
281,2,5,65
652,2,3,165
97,7,6,29
680,7,2,0
103,0,1,0
61,3,4,64
216,2,0,0
43,0,4,143
180,2,0,0
293,0,6,15
332,7,2,0
318,6,5,46
466,3,5,8
443,2,1,0
236,5,6,5
349,4,6,37
522,7,4,9
356,0,5,118
138,7,3,4
173,6,0,0
26,1,0,0
347,2,3,6
574,6,1,0
666,0,4,102
527,7,0,0
724,5,6,309
193,4,1,8
55,3,2,0
152,2,6,66
282,3,3,38
338,3,6,237
217,1,7,50
88,5,2,0
237,6,5,16
306,3,4,74
464,4,6,8
263,3,5,84
195,6,2,0
394,7,0,0
506,5,6,9
727,6,2,14
201,1,2,0
196,3,7,12
601,7,7,18
571,0,6,194
612,0,6,18
355,2,5,102
